day,local_time,assessment_number,mean_daily_temp, Wind (km/h),ws,wd, cummulative_rain_since_9am ,rain_mm,location
56,29/7/20 9:15,NA,12.4,6.2,1.72,183,0,0,Billa_Billa
56,29/7/20 9:30,NA,12.8,4.7,1.31,173,0,0,Billa_Billa
56,29/7/20 9:45,NA,13.3,6.9,1.92,181,0.2,0.2,Billa_Billa
56,29/7/20 10:00,NA,13.2,5.8,1.61,178,0.2,0,Billa_Billa
56,29/7/20 10:15,NA,13.6,6.2,1.72,205,0.2,0,Billa_Billa
56,29/7/20 10:30,NA,14.4,7.5,2.08,201,0.2,0,Billa_Billa
56,29/7/20 10:45,NA,14.9,8.2,2.28,192,0.2,0,Billa_Billa
56,29/7/20 11:00,NA,14.9,6.9,1.92,183,0.2,0,Billa_Billa
56,29/7/20 11:15,NA,15,7.8,2.17,195,0.2,0,Billa_Billa
56,29/7/20 11:30,NA,15,6.5,1.81,195,0.2,0,Billa_Billa
56,29/7/20 11:45,NA,15.3,8.3,2.31,195,0.2,0,Billa_Billa
56,29/7/20 12:00,NA,16,8.5,2.36,201,0.2,0,Billa_Billa
56,29/7/20 12:15,NA,16.1,9,2.50,211,0.2,0,Billa_Billa
56,29/7/20 12:30,NA,16.8,9.3,2.58,217,0.2,0,Billa_Billa
56,29/7/20 12:45,NA,17.3,9.3,2.58,215,0.2,0,Billa_Billa
56,29/7/20 13:00,NA,17.4,10,2.78,199,0.2,0,Billa_Billa
56,29/7/20 13:15,NA,17.5,12.9,3.58,206,0.2,0,Billa_Billa
56,29/7/20 13:30,NA,18.2,12.5,3.47,211,0.2,0,Billa_Billa
56,29/7/20 13:45,NA,17.8,12.6,3.50,190,0.2,0,Billa_Billa
56,29/7/20 14:00,NA,17.5,12.5,3.47,205,0.2,0,Billa_Billa
56,29/7/20 14:15,NA,17.6,13.6,3.78,201,0.2,0,Billa_Billa
56,29/7/20 14:30,NA,17.6,13.5,3.75,217,0.2,0,Billa_Billa
56,29/7/20 14:45,NA,18,13.5,3.75,222,0.2,0,Billa_Billa
56,29/7/20 15:00,NA,18,12.8,3.56,207,0.2,0,Billa_Billa
56,29/7/20 15:15,NA,18,13.1,3.64,210,0.2,0,Billa_Billa
56,29/7/20 15:30,NA,18.9,13.9,3.86,198,0.2,0,Billa_Billa
56,29/7/20 15:45,NA,17.8,12.9,3.58,206,0.2,0,Billa_Billa
56,29/7/20 16:00,NA,18.9,12.7,3.53,198,0.2,0,Billa_Billa
56,29/7/20 16:15,NA,17.7,11.5,3.19,201,0.2,0,Billa_Billa
56,29/7/20 16:30,NA,17.6,8,2.22,209,0.2,0,Billa_Billa
56,29/7/20 16:45,NA,17.8,9.1,2.53,194,0.2,0,Billa_Billa
56,29/7/20 17:00,NA,17.1,6.7,1.86,186,0.2,0,Billa_Billa
56,29/7/20 17:15,NA,16.3,3.9,1.08,182,0.2,0,Billa_Billa
56,29/7/20 17:30,NA,15.2,2.8,0.78,184,0.2,0,Billa_Billa
56,29/7/20 17:45,NA,14.8,2.9,0.81,182,0.2,0,Billa_Billa
56,29/7/20 18:00,NA,14.6,0.6,0.17,180,0.2,0,Billa_Billa
56,29/7/20 18:15,NA,13.8,0.1,0.03,180,0.2,0,Billa_Billa
56,29/7/20 18:30,NA,12.4,0.4,0.11,180,0.2,0,Billa_Billa
56,29/7/20 18:45,NA,10.9,2,0.56,180,0.2,0,Billa_Billa
56,29/7/20 19:00,NA,9.8,3,0.83,180,0.2,0,Billa_Billa
56,29/7/20 19:15,NA,9.2,4,1.11,174,0.2,0,Billa_Billa
56,29/7/20 19:30,NA,9.3,4,1.11,93,0.2,0,Billa_Billa
56,29/7/20 19:45,NA,9,2.3,0.64,93,0.2,0,Billa_Billa
56,29/7/20 20:00,NA,8.6,0.3,0.08,93,0.2,0,Billa_Billa
56,29/7/20 20:15,NA,8.8,0,0.00,180,0.2,0,Billa_Billa
56,29/7/20 20:30,NA,8.5,0,0.00,180,0.2,0,Billa_Billa
56,29/7/20 20:45,NA,8,0,0.00,180,0.2,0,Billa_Billa
56,29/7/20 21:00,NA,7.5,0,0.00,180,0.2,0,Billa_Billa
56,29/7/20 21:15,NA,7,0,0.00,180,0.2,0,Billa_Billa
56,29/7/20 21:30,NA,6.6,0,0.00,180,0.2,0,Billa_Billa
56,29/7/20 21:45,NA,6.4,0,0.00,180,0.2,0,Billa_Billa
56,29/7/20 22:00,NA,6,0,0.00,180,0.2,0,Billa_Billa
56,29/7/20 22:15,NA,6.2,0,0.00,180,0.2,0,Billa_Billa
56,29/7/20 22:30,NA,6,0,0.00,180,0.2,0,Billa_Billa
56,29/7/20 22:45,NA,5.9,0,0.00,180,0.2,0,Billa_Billa
56,29/7/20 23:00,NA,7.2,0,0.00,180,0.2,0,Billa_Billa
56,29/7/20 23:15,NA,8.2,0,0.00,180,0.2,0,Billa_Billa
56,29/7/20 23:30,NA,9.1,3.6,1.00,242,0.2,0,Billa_Billa
56,29/7/20 23:45,NA,8.8,2.5,0.69,240,0.2,0,Billa_Billa
57,30/7/20 0:00,assessment_3,8.6,0.2,0.06,240,0.2,0,Billa_Billa
57,30/7/20 0:15,assessment_3,8.3,0.1,0.03,240,0.2,0,Billa_Billa
57,30/7/20 0:30,assessment_3,7.8,0.2,0.06,240,0.2,0,Billa_Billa
57,30/7/20 0:45,assessment_3,8,0,0.00,240,0.2,0,Billa_Billa
57,30/7/20 1:00,assessment_3,8,0,0.00,180,0.2,0,Billa_Billa
57,30/7/20 1:15,assessment_3,8.3,0.8,0.22,240,0.2,0,Billa_Billa
57,30/7/20 1:30,assessment_3,7.6,0.6,0.17,240,0.2,0,Billa_Billa
57,30/7/20 1:45,assessment_3,6.9,1.1,0.31,240,0.2,0,Billa_Billa
57,30/7/20 2:00,assessment_3,5,2.4,0.67,240,0.2,0,Billa_Billa
57,30/7/20 2:15,assessment_3,5.8,1.5,0.42,246,0.2,0,Billa_Billa
57,30/7/20 2:30,assessment_3,6.6,0.7,0.19,259,0.2,0,Billa_Billa
57,30/7/20 2:45,assessment_3,4.7,0.8,0.22,37,0.2,0,Billa_Billa
57,30/7/20 3:00,assessment_3,3.8,3.8,1.06,36,0.2,0,Billa_Billa
57,30/7/20 3:15,assessment_3,3.6,2.2,0.61,36,0.2,0,Billa_Billa
57,30/7/20 3:30,assessment_3,3.4,1.2,0.33,35,0.2,0,Billa_Billa
57,30/7/20 3:45,assessment_3,2.9,1.7,0.47,35,0.2,0,Billa_Billa
57,30/7/20 4:00,assessment_3,3.1,2.7,0.75,34,0.2,0,Billa_Billa
57,30/7/20 4:15,assessment_3,2.9,1.6,0.44,35,0.2,0,Billa_Billa
57,30/7/20 4:30,assessment_3,2.8,1.9,0.53,35,0.2,0,Billa_Billa
57,30/7/20 4:45,assessment_3,3.3,3.3,0.92,35,0.2,0,Billa_Billa
57,30/7/20 5:00,assessment_3,2.9,3,0.83,34,0.2,0,Billa_Billa
57,30/7/20 5:15,assessment_3,2.8,2.2,0.61,34,0.2,0,Billa_Billa
57,30/7/20 5:30,assessment_3,2.6,2.3,0.64,34,0.2,0,Billa_Billa
57,30/7/20 5:45,assessment_3,2.6,1.4,0.39,35,0.2,0,Billa_Billa
57,30/7/20 6:00,assessment_3,2.1,0,0.00,180,0.2,0,Billa_Billa
57,30/7/20 6:15,assessment_3,2.2,0,0.00,180,0.2,0,Billa_Billa
57,30/7/20 6:30,assessment_3,2.6,2.8,0.78,34,0.2,0,Billa_Billa
57,30/7/20 6:45,assessment_3,2.2,1.1,0.31,35,0.2,0,Billa_Billa
57,30/7/20 7:00,assessment_3,2.4,2.1,0.58,34,0.2,0,Billa_Billa
57,30/7/20 7:15,assessment_3,3.3,1.4,0.39,35,0.2,0,Billa_Billa
57,30/7/20 7:30,assessment_3,4.5,0.5,0.14,35,0.2,0,Billa_Billa
57,30/7/20 7:45,assessment_3,6.4,0,0.00,180,0.2,0,Billa_Billa
57,30/7/20 8:00,assessment_3,7.8,1.3,0.36,353,0.2,0,Billa_Billa
57,30/7/20 8:15,assessment_3,8.7,4.5,1.25,212,0.2,0,Billa_Billa
57,30/7/20 8:30,assessment_3,9.9,5.2,1.44,197,0.2,0,Billa_Billa
57,30/7/20 8:45,assessment_3,11,9,2.50,204,0.2,0,Billa_Billa
57,30/7/20 9:00,assessment_3,12,8.9,2.47,206,0.2,0,Billa_Billa
57,30/7/20 9:15,assessment_3,12.8,8.8,2.44,207,0,0,Billa_Billa
57,30/7/20 9:30,assessment_3,13.5,9.8,2.72,220,0,0,Billa_Billa
57,30/7/20 9:45,assessment_3,14.3,9.5,2.64,219,0,0,Billa_Billa
57,30/7/20 10:00,assessment_3,14.8,9.2,2.56,229,0,0,Billa_Billa
57,30/7/20 10:15,assessment_3,15.3,9.4,2.61,212,0,0,Billa_Billa
57,30/7/20 10:30,assessment_3,15.7,9,2.50,210,0,0,Billa_Billa
57,30/7/20 10:45,assessment_3,16.1,8.7,2.42,213,0,0,Billa_Billa
57,30/7/20 11:00,assessment_3,16.6,8,2.22,220,0,0,Billa_Billa
57,30/7/20 11:15,assessment_3,16.9,9.7,2.69,207,0,0,Billa_Billa
57,30/7/20 11:30,assessment_3,17.3,9.2,2.56,192,0,0,Billa_Billa
57,30/7/20 11:45,assessment_3,17.6,8.9,2.47,180,0,0,Billa_Billa
57,30/7/20 12:00,assessment_3,18,9.4,2.61,192,0,0,Billa_Billa
57,30/7/20 12:15,assessment_3,18.3,10,2.78,208,0,0,Billa_Billa
57,30/7/20 12:30,assessment_3,18.4,8.9,2.47,229,0,0,Billa_Billa
57,30/7/20 12:45,assessment_3,18.8,10.7,2.97,230,0,0,Billa_Billa
57,30/7/20 13:00,assessment_3,18.9,10.1,2.81,217,0,0,Billa_Billa
57,30/7/20 13:15,assessment_3,19.2,10.9,3.03,222,0,0,Billa_Billa
57,30/7/20 13:30,assessment_3,19.3,10,2.78,239,0,0,Billa_Billa
57,30/7/20 13:45,assessment_3,19.5,11.4,3.17,236,0,0,Billa_Billa
57,30/7/20 14:00,assessment_3,19.8,10.7,2.97,217,0,0,Billa_Billa
57,30/7/20 14:15,assessment_3,20.1,9.2,2.56,211,0,0,Billa_Billa
57,30/7/20 14:30,assessment_3,20,10.8,3.00,202,0,0,Billa_Billa
57,30/7/20 14:45,assessment_3,20,11.9,3.31,201,0,0,Billa_Billa
57,30/7/20 15:00,assessment_3,20.1,9,2.50,181,0,0,Billa_Billa
57,30/7/20 15:15,assessment_3,20.2,9.2,2.56,199,0,0,Billa_Billa
57,30/7/20 15:30,assessment_3,20,9.4,2.61,187,0,0,Billa_Billa
57,30/7/20 15:45,assessment_3,20,9,2.50,184,0,0,Billa_Billa
57,30/7/20 16:00,assessment_3,19.8,9.6,2.67,187,0,0,Billa_Billa
57,30/7/20 16:15,assessment_3,19.6,10.1,2.81,198,0,0,Billa_Billa
57,30/7/20 16:30,assessment_3,19.2,8.9,2.47,199,0,0,Billa_Billa
57,30/7/20 16:45,assessment_3,18.8,8,2.22,194,0,0,Billa_Billa
57,30/7/20 17:00,assessment_3,18.3,8.8,2.44,194,0,0,Billa_Billa
57,30/7/20 17:15,assessment_3,17.5,7,1.94,199,0,0,Billa_Billa
57,30/7/20 17:30,assessment_3,16.6,6.4,1.78,206,0,0,Billa_Billa
57,30/7/20 17:45,assessment_3,15.3,3.4,0.94,205,0,0,Billa_Billa
57,30/7/20 18:00,assessment_3,14.5,3.3,0.92,204,0,0,Billa_Billa
57,30/7/20 18:15,assessment_3,14.3,2.7,0.75,205,0,0,Billa_Billa
57,30/7/20 18:30,assessment_3,13.6,0.2,0.06,204,0,0,Billa_Billa
57,30/7/20 18:45,assessment_3,12.8,0,0.00,180,0,0,Billa_Billa
57,30/7/20 19:00,assessment_3,12.3,0,0.00,204,0,0,Billa_Billa
57,30/7/20 19:15,assessment_3,12.4,0.8,0.22,206,0,0,Billa_Billa
57,30/7/20 19:30,assessment_3,11.9,0,0.00,180,0,0,Billa_Billa
57,30/7/20 19:45,assessment_3,11,0,0.00,180,0,0,Billa_Billa
57,30/7/20 20:00,assessment_3,9.6,1.1,0.31,206,0,0,Billa_Billa
57,30/7/20 20:15,assessment_3,7.4,3.6,1.00,203,0,0,Billa_Billa
57,30/7/20 20:30,assessment_3,6.6,2.5,0.69,200,0,0,Billa_Billa
57,30/7/20 20:45,assessment_3,6.4,1.2,0.33,201,0,0,Billa_Billa
57,30/7/20 21:00,assessment_3,6.2,2.8,0.78,201,0,0,Billa_Billa
57,30/7/20 21:15,assessment_3,6,3.2,0.89,200,0,0,Billa_Billa
57,30/7/20 21:30,assessment_3,5.5,2.7,0.75,201,0,0,Billa_Billa
57,30/7/20 21:45,assessment_3,5.3,2.1,0.58,200,0,0,Billa_Billa
57,30/7/20 22:00,assessment_3,5.2,2.3,0.64,200,0,0,Billa_Billa
57,30/7/20 22:15,assessment_3,5,2.3,0.64,196,0,0,Billa_Billa
57,30/7/20 22:30,assessment_3,5.3,3.4,0.94,130,0,0,Billa_Billa
57,30/7/20 22:45,assessment_3,5,3.5,0.97,96,0,0,Billa_Billa
57,30/7/20 23:00,assessment_3,4.8,2.8,0.78,95,0,0,Billa_Billa
57,30/7/20 23:15,assessment_3,4.8,3.2,0.89,95,0,0,Billa_Billa
57,30/7/20 23:30,assessment_3,4.4,1.9,0.53,96,0,0,Billa_Billa
57,30/7/20 23:45,assessment_3,4.8,1.6,0.44,95,0,0,Billa_Billa
58,31/7/20 0:00,NA,4.7,2.5,0.69,95,0,0,Billa_Billa
58,31/7/20 0:15,NA,3.9,2.7,0.75,95,0,0,Billa_Billa
58,31/7/20 0:30,NA,4.3,2.2,0.61,95,0,0,Billa_Billa
58,31/7/20 0:45,NA,3.8,3.1,0.86,95,0,0,Billa_Billa
58,31/7/20 1:00,NA,3.4,2.9,0.81,95,0,0,Billa_Billa
58,31/7/20 1:15,NA,3.3,1,0.28,95,0,0,Billa_Billa
58,31/7/20 1:30,NA,3,0.8,0.22,95,0,0,Billa_Billa
58,31/7/20 1:45,NA,3.3,3.1,0.86,95,0,0,Billa_Billa
58,31/7/20 2:00,NA,3.1,3.1,0.86,95,0,0,Billa_Billa
58,31/7/20 2:15,NA,3.4,2.5,0.69,95,0,0,Billa_Billa
58,31/7/20 2:30,NA,3.3,3.6,1.00,95,0,0,Billa_Billa
58,31/7/20 2:45,NA,3.2,3.3,0.92,95,0,0,Billa_Billa
58,31/7/20 3:00,NA,3.4,2.8,0.78,95,0,0,Billa_Billa
58,31/7/20 3:15,NA,3.2,2.2,0.61,95,0,0,Billa_Billa
58,31/7/20 3:30,NA,3.2,1.8,0.50,95,0,0,Billa_Billa
58,31/7/20 3:45,NA,3.5,1.8,0.50,95,0,0,Billa_Billa
58,31/7/20 4:00,NA,3,1.9,0.53,95,0,0,Billa_Billa
58,31/7/20 4:15,NA,2.6,2.1,0.58,95,0,0,Billa_Billa
58,31/7/20 4:30,NA,2.6,0.2,0.06,95,0,0,Billa_Billa
58,31/7/20 4:45,NA,2.4,1.7,0.47,96,0,0,Billa_Billa
58,31/7/20 5:00,NA,1.9,2.1,0.58,95,0,0,Billa_Billa
58,31/7/20 5:15,NA,1.8,0,0.00,95,0,0,Billa_Billa
58,31/7/20 5:30,NA,2.1,0,0.00,95,0,0,Billa_Billa
58,31/7/20 5:45,NA,2.3,0.1,0.03,135,0,0,Billa_Billa
58,31/7/20 6:00,NA,2.4,0.1,0.03,142,0,0,Billa_Billa
58,31/7/20 6:15,NA,1.1,2.4,0.67,141,0,0,Billa_Billa
58,31/7/20 6:30,NA,1.1,0.2,0.06,142,0,0,Billa_Billa
58,31/7/20 6:45,NA,1.3,0.4,0.11,142,0,0,Billa_Billa
58,31/7/20 7:00,NA,1.4,0,0.00,180,0,0,Billa_Billa
58,31/7/20 7:15,NA,2.3,0,0.00,180,0,0,Billa_Billa
58,31/7/20 7:30,NA,3.5,0,0.00,180,0,0,Billa_Billa
58,31/7/20 7:45,NA,5.3,0,0.00,180,0,0,Billa_Billa
58,31/7/20 8:00,NA,6.8,0.1,0.03,142,0,0,Billa_Billa
58,31/7/20 8:15,NA,7.7,0.1,0.03,142,0,0,Billa_Billa
58,31/7/20 8:30,NA,8.9,0,0.00,180,0,0,Billa_Billa
58,31/7/20 8:45,NA,10.4,0,0.00,180,0,0,Billa_Billa
58,31/7/20 9:00,NA,11.7,0,0.00,180,0,0,Billa_Billa
58,31/7/20 9:15,NA,13,0.5,0.14,170,0,0,Billa_Billa
58,31/7/20 9:30,NA,14.8,1.5,0.42,149,0,0,Billa_Billa
58,31/7/20 9:45,NA,16,6.5,1.81,121,0,0,Billa_Billa
58,31/7/20 10:00,NA,16.4,7.5,2.08,122,0,0,Billa_Billa
58,31/7/20 10:15,NA,16.5,9.8,2.72,107,0,0,Billa_Billa
58,31/7/20 10:30,NA,16.9,8.2,2.28,105,0,0,Billa_Billa
58,31/7/20 10:45,NA,17.4,7.1,1.97,119,0,0,Billa_Billa
58,31/7/20 11:00,NA,18.2,7.1,1.97,107,0,0,Billa_Billa
58,31/7/20 11:15,NA,18.5,7.7,2.14,101,0,0,Billa_Billa
58,31/7/20 11:30,NA,19.3,8.6,2.39,105,0,0,Billa_Billa
58,31/7/20 11:45,NA,19.4,7.6,2.11,113,0,0,Billa_Billa
58,31/7/20 12:00,NA,19.8,6,1.67,112,0,0,Billa_Billa
58,31/7/20 12:15,NA,19.9,5.7,1.58,137,0,0,Billa_Billa
58,31/7/20 12:30,NA,19.7,4.9,1.36,133,0,0,Billa_Billa
58,31/7/20 12:45,NA,20.1,6.1,1.69,156,0,0,Billa_Billa
58,31/7/20 13:00,NA,20.3,4.8,1.33,162,0,0,Billa_Billa
58,31/7/20 13:15,NA,20.3,6.5,1.81,193,0,0,Billa_Billa
58,31/7/20 13:30,NA,20.6,6,1.67,158,0,0,Billa_Billa
58,31/7/20 13:45,NA,20.4,7.5,2.08,207,0,0,Billa_Billa
58,31/7/20 14:00,NA,20.7,6.6,1.83,171,0,0,Billa_Billa
58,31/7/20 14:15,NA,20.8,6.6,1.83,177,0,0,Billa_Billa
58,31/7/20 14:30,NA,20.6,8.3,2.31,205,0,0,Billa_Billa
58,31/7/20 14:45,NA,20.8,8.2,2.28,176,0,0,Billa_Billa
58,31/7/20 15:00,NA,20.8,8,2.22,201,0,0,Billa_Billa
58,31/7/20 15:15,NA,20.6,10,2.78,209,0,0,Billa_Billa
58,31/7/20 15:30,NA,20.8,8.7,2.42,197,0,0,Billa_Billa
58,31/7/20 15:45,NA,20.5,8.5,2.36,184,0,0,Billa_Billa
58,31/7/20 16:00,NA,20.3,9,2.50,194,0,0,Billa_Billa
58,31/7/20 16:15,NA,20,8.3,2.31,187,0,0,Billa_Billa
58,31/7/20 16:30,NA,19.6,7.1,1.97,180,0,0,Billa_Billa
58,31/7/20 16:45,NA,19.2,7.9,2.19,182,0,0,Billa_Billa
58,31/7/20 17:00,NA,18.6,7.3,2.03,180,0,0,Billa_Billa
58,31/7/20 17:15,NA,17.8,4.6,1.28,181,0,0,Billa_Billa
58,31/7/20 17:30,NA,17,1.7,0.47,181,0,0,Billa_Billa
58,31/7/20 17:45,NA,16.4,0.1,0.03,180,0,0,Billa_Billa
58,31/7/20 18:00,NA,15,0.9,0.25,159,0,0,Billa_Billa
58,31/7/20 18:15,NA,10.9,2.3,0.64,123,0,0,Billa_Billa
58,31/7/20 18:30,NA,10.9,0,0.00,180,0,0,Billa_Billa
58,31/7/20 18:45,NA,10.6,0,0.00,180,0,0,Billa_Billa
58,31/7/20 19:00,NA,9.1,0,0.00,180,0,0,Billa_Billa
58,31/7/20 19:15,NA,7.4,1.9,0.53,109,0,0,Billa_Billa
58,31/7/20 19:30,NA,6.8,2.5,0.69,109,0,0,Billa_Billa
58,31/7/20 19:45,NA,6.5,3.2,0.89,109,0,0,Billa_Billa
58,31/7/20 20:00,NA,6.5,3.2,0.89,109,0,0,Billa_Billa
58,31/7/20 20:15,NA,7,1.3,0.36,108,0,0,Billa_Billa
58,31/7/20 20:30,NA,7,0.6,0.17,108,0,0,Billa_Billa
58,31/7/20 20:45,NA,7.4,0,0.00,180,0,0,Billa_Billa
58,31/7/20 21:00,NA,6.5,0.7,0.19,108,0,0,Billa_Billa
58,31/7/20 21:15,NA,5.6,1.9,0.53,108,0,0,Billa_Billa
58,31/7/20 21:30,NA,5.4,2,0.56,109,0,0,Billa_Billa
58,31/7/20 21:45,NA,5.7,2.3,0.64,109,0,0,Billa_Billa
58,31/7/20 22:00,NA,7.4,4.9,1.36,94,0,0,Billa_Billa
58,31/7/20 22:15,NA,7.8,1.9,0.53,95,0,0,Billa_Billa
58,31/7/20 22:30,NA,8.1,0.8,0.22,95,0,0,Billa_Billa
58,31/7/20 22:45,NA,7.4,1.4,0.39,95,0,0,Billa_Billa
58,31/7/20 23:00,NA,7.6,0.3,0.08,95,0,0,Billa_Billa
58,31/7/20 23:15,NA,6.4,1.2,0.33,95,0,0,Billa_Billa
58,31/7/20 23:30,NA,6.8,1.5,0.42,95,0,0,Billa_Billa
58,31/7/20 23:45,NA,6.8,0.2,0.06,95,0,0,Billa_Billa
59,1/8/20 0:00,NA,6,0.8,0.22,102,0,0,Billa_Billa
59,1/8/20 0:15,NA,5.9,0,0.00,180,0,0,Billa_Billa
59,1/8/20 0:30,NA,5.8,0,0.00,180,0,0,Billa_Billa
59,1/8/20 0:45,NA,4.8,0,0.00,180,0,0,Billa_Billa
59,1/8/20 1:00,NA,4.5,0,0.00,180,0,0,Billa_Billa
59,1/8/20 1:15,NA,3.3,2.1,0.58,108,0,0,Billa_Billa
59,1/8/20 1:30,NA,3.1,2.4,0.67,109,0,0,Billa_Billa
59,1/8/20 1:45,NA,3.5,1.5,0.42,109,0,0,Billa_Billa
59,1/8/20 2:00,NA,3.4,0,0.00,180,0,0,Billa_Billa
59,1/8/20 2:15,NA,3.2,0.3,0.08,108,0,0,Billa_Billa
59,1/8/20 2:30,NA,2.3,1.8,0.50,108,0,0,Billa_Billa
59,1/8/20 2:45,NA,2.3,2.6,0.72,109,0,0,Billa_Billa
59,1/8/20 3:00,NA,1.9,2.7,0.75,109,0,0,Billa_Billa
59,1/8/20 3:15,NA,1.8,2.7,0.75,109,0,0,Billa_Billa
59,1/8/20 3:30,NA,2.4,1.9,0.53,109,0,0,Billa_Billa
59,1/8/20 3:45,NA,2.3,1.2,0.33,109,0,0,Billa_Billa
59,1/8/20 4:00,NA,2.3,0,0.00,180,0,0,Billa_Billa
59,1/8/20 4:15,NA,2.4,0,0.00,180,0,0,Billa_Billa
59,1/8/20 4:30,NA,1.9,0,0.00,180,0,0,Billa_Billa
59,1/8/20 4:45,NA,2.2,0,0.00,180,0,0,Billa_Billa
59,1/8/20 5:00,NA,1.3,0,0.00,180,0,0,Billa_Billa
59,1/8/20 5:15,NA,0.9,0,0.00,180,0,0,Billa_Billa
59,1/8/20 5:30,NA,0.9,0,0.00,180,0,0,Billa_Billa
59,1/8/20 5:45,NA,0.5,0,0.00,180,0,0,Billa_Billa
59,1/8/20 6:00,NA,1.1,0.6,0.17,108,0,0,Billa_Billa
59,1/8/20 6:15,NA,2,1.4,0.39,109,0,0,Billa_Billa
59,1/8/20 6:30,NA,1.8,1.2,0.33,109,0,0,Billa_Billa
59,1/8/20 6:45,NA,0.9,0.3,0.08,108,0,0,Billa_Billa
59,1/8/20 7:00,NA,1.4,0.2,0.06,108,0,0,Billa_Billa
59,1/8/20 7:15,NA,2.9,1.1,0.31,101,0,0,Billa_Billa
59,1/8/20 7:30,NA,4.2,0.3,0.08,96,0,0,Billa_Billa
59,1/8/20 7:45,NA,5.5,0,0.00,180,0,0,Billa_Billa
59,1/8/20 8:00,NA,7.5,0,0.00,180,0,0,Billa_Billa
59,1/8/20 8:15,NA,9.6,0.1,0.03,96,0,0,Billa_Billa
59,1/8/20 8:30,NA,10.9,3.1,0.86,101,0,0,Billa_Billa
59,1/8/20 8:45,NA,11.8,3.6,1.00,127,0,0,Billa_Billa
59,1/8/20 9:00,NA,13,3.4,0.94,136,0,0,Billa_Billa
59,1/8/20 9:15,NA,13.9,5.6,1.56,115,0,0,Billa_Billa
59,1/8/20 9:30,NA,14.8,7.1,1.97,104,0,0,Billa_Billa
59,1/8/20 9:45,NA,15.4,9.5,2.64,107,0,0,Billa_Billa
59,1/8/20 10:00,NA,16.1,7.4,2.06,87,0,0,Billa_Billa
59,1/8/20 10:15,NA,16.8,5.1,1.42,92,0,0,Billa_Billa
59,1/8/20 10:30,NA,17.6,4.2,1.17,81,0,0,Billa_Billa
59,1/8/20 10:45,NA,18.2,3.5,0.97,93,0,0,Billa_Billa
59,1/8/20 11:00,NA,19,2.3,0.64,90,0,0,Billa_Billa
59,1/8/20 11:15,NA,19.4,4.7,1.31,105,0,0,Billa_Billa
59,1/8/20 11:30,NA,19.9,4,1.11,126,0,0,Billa_Billa
59,1/8/20 11:45,NA,20,6.1,1.69,112,0,0,Billa_Billa
59,1/8/20 12:00,NA,20.2,5.2,1.44,135,0,0,Billa_Billa
59,1/8/20 12:15,NA,20.1,5.3,1.47,92,0,0,Billa_Billa
59,1/8/20 12:30,NA,20.3,5.4,1.50,118,0,0,Billa_Billa
59,1/8/20 12:45,NA,20.4,6,1.67,129,0,0,Billa_Billa
59,1/8/20 13:00,NA,20.7,5.6,1.56,123,0,0,Billa_Billa
59,1/8/20 13:15,NA,20.6,5.5,1.53,146,0,0,Billa_Billa
59,1/8/20 13:30,NA,21,3.3,0.92,127,0,0,Billa_Billa
59,1/8/20 13:45,NA,20.8,6.3,1.75,95,0,0,Billa_Billa
59,1/8/20 14:00,NA,21.1,4.9,1.36,103,0,0,Billa_Billa
59,1/8/20 14:15,NA,21,3.9,1.08,83,0,0,Billa_Billa
59,1/8/20 14:30,NA,21.1,6.5,1.81,94,0,0,Billa_Billa
59,1/8/20 14:45,NA,21.2,4.2,1.17,132,0,0,Billa_Billa
59,1/8/20 15:00,NA,21.4,3.2,0.89,347,0,0,Billa_Billa
59,1/8/20 15:15,NA,21.2,4,1.11,79,0,0,Billa_Billa
59,1/8/20 15:30,NA,21.1,4.2,1.17,61,0,0,Billa_Billa
59,1/8/20 15:45,NA,21.3,1.2,0.33,69,0,0,Billa_Billa
59,1/8/20 16:00,NA,21.2,1.8,0.50,97,0,0,Billa_Billa
59,1/8/20 16:15,NA,21,1.9,0.53,103,0,0,Billa_Billa
59,1/8/20 16:30,NA,20.7,2.1,0.58,102,0,0,Billa_Billa
59,1/8/20 16:45,NA,20.6,0,0.00,180,0,0,Billa_Billa
59,1/8/20 17:00,NA,20,0,0.00,109,0,0,Billa_Billa
59,1/8/20 17:15,NA,19.6,0,0.00,109,0,0,Billa_Billa
59,1/8/20 17:30,NA,18.6,0,0.00,180,0,0,Billa_Billa
59,1/8/20 17:45,NA,16.9,0,0.00,180,0,0,Billa_Billa
59,1/8/20 18:00,NA,15.4,0,0.00,180,0,0,Billa_Billa
59,1/8/20 18:15,NA,14.4,0,0.00,180,0,0,Billa_Billa
59,1/8/20 18:30,NA,14.3,2.1,0.58,110,0,0,Billa_Billa
59,1/8/20 18:45,NA,14,0,0.00,109,0,0,Billa_Billa
59,1/8/20 19:00,NA,13,0.3,0.08,109,0,0,Billa_Billa
59,1/8/20 19:15,NA,8.6,2.5,0.69,110,0,0,Billa_Billa
59,1/8/20 19:30,NA,8.1,3,0.83,110,0,0,Billa_Billa
59,1/8/20 19:45,NA,8,2.6,0.72,110,0,0,Billa_Billa
59,1/8/20 20:00,NA,8.1,3.6,1.00,109,0,0,Billa_Billa
59,1/8/20 20:15,NA,7.9,4.5,1.25,109,0,0,Billa_Billa
59,1/8/20 20:30,NA,7,3.8,1.06,110,0,0,Billa_Billa
